-2.48744231,6.005216961,FIFTH
-3.576483375,5.352585629,FIFTH
-4.50780573,4.50780573,FIFTH
-5.248651928,3.507037096,FIFTH
-5.774247078,2.391771452,FIFTH
-6.068608922,1.207121367,FIFTH
-6.125,7.50E-16,FIFTH
-5.946010762,-1.182735077,FIFTH
-5.543277195,-2.296100594,FIFTH
-4.936850823,-3.298698259,FIFTH
-4.154252339,-4.154252339,FIFTH
-3.229251979,-4.832917122,FIFTH
-2.200429736,-5.312307312,FIFTH
-1.109576206,-5.578216282,FIFTH
-1.03E-15,-5.625,FIFTH
1.085189916,-5.455618122,FIFTH
2.104758878,-5.081337429,FIFTH
3.020913142,-4.521116017,FIFTH
3.800698949,-3.800698949,FIFTH
4.417182315,-2.951466863,FIFTH
4.850367546,-2.00908802,FIFTH
5.087823642,-1.012031045,FIFTH
5.125,-1.26E-15,FIFTH
4.965225482,0.987644755,FIFTH
4.619397663,1.913417162,FIFTH
4.105381211,2.743128026,FIFTH
3.447145558,3.447145558,FIFTH
2.673681746,4.001447509,FIFTH
1.817746304,4.388427779,FIFTH
0.914485884,4.597431002,FIFTH
1.42E-15,4.625,FIFTH
-0.890099594,4.474832842,FIFTH
-1.722075446,4.157457896,FIFTH
-2.465342909,3.689646405,FIFTH
-3.093592168,3.093592168,FIFTH
-3.585712703,2.39589663,FIFTH
-3.926488013,1.626404588,FIFTH
-4.107038362,0.816940723,FIFTH
-4.125,1.52E-15,FIFTH
-3.984440202,-0.792554433,FIFTH
-3.69551813,-1.530733729,FIFTH
-3.273911598,-2.187557793,FIFTH
-2.740038777,-2.740038777,FIFTH
-2.118111513,-3.169977897,FIFTH
-1.435062871,-3.464548247,FIFTH
-0.719395562,-3.616645721,FIFTH
-1.55E-15,-3.625,FIFTH
0.695009272,-3.494047561,FIFTH
1.339392013,-3.233578364,FIFTH
1.909772676,-2.858176792,FIFTH
2.386485387,-2.386485387,FIFTH
2.754243091,-1.840326397,FIFTH
3.002608481,-1.243721155,FIFTH
3.126253081,-0.621850401,FIFTH
3.125,-1.53E-15,FIFTH
3.003654921,0.597464111,FIFTH
2.771638598,1.148050297,FIFTH
2.442441986,1.631987559,FIFTH
2.032931996,2.032931996,FIFTH
1.56254128,2.338508285,FIFTH
1.052379439,2.540668714,FIFTH
0.52430524,2.635860441,FIFTH
1.45E-15,2.625,FIFTH
-0.49991895,2.513262281,FIFTH
-0.956708581,2.309698831,FIFTH
-1.354202443,2.02670718,FIFTH
-1.679378605,1.679378605,FIFTH
-1.922773478,1.284756164,FIFTH
-2.078728948,0.861037723,FIFTH
-2.145467801,0.426760079,FIFTH
-2.125,1.30E-15,FIFTH
-2.022869641,-0.402373789,FIFTH
-1.847759065,-0.765366865,FIFTH
-1.610972374,-1.076417326,FIFTH
-1.325825215,-1.325825215,FIFTH
-1.006971047,-1.507038672,FIFTH
-0.669696007,-1.616789182,FIFTH
-0.329214918,-1.655075161,FIFTH
-3.98E-15,-1.625,FIFTH
0.304828628,-1.532477001,FIFTH
0.574025149,-1.385819299,FIFTH
0.79863221,-1.195237568,FIFTH
0.972271824,-0.972271824,FIFTH
1.091303866,-0.729185931,FIFTH
1.154849416,-0.47835429,FIFTH
1.16468252,-0.231669757,FIFTH
1.125,-8.27E-16,FIFTH
1.04208436,0.207283467,FIFTH
0.923879533,0.382683432,FIFTH
0.779502762,0.520847093,FIFTH
0.618718434,0.618718434,FIFTH
0.451400814,0.67556906,FIFTH
0.287012574,0.692909649,FIFTH
0.134124596,0.67428988,FIFTH
-6.13E-16,0.625,FIFTH
-0.109738306,0.55169172,FIFTH
-0.191341716,0.461939766,FIFTH
6.5,0,FIRST
6.313805243,1.255893948,FIRST
5.88973202,2.439606881,FIRST
5.248651928,3.507037096,FIRST
4.419417382,4.419417382,FIRST
3.437590817,5.144718226,FIRST
2.343936023,5.658762137,FIRST
1.182735077,5.946010762,FIRST
3.67E-16,6,FIRST
-1.158348787,5.823412602,FIRST
-2.248265165,5.427792254,FIRST
-3.229251979,4.832917122,FIRST
-4.065863992,4.065863992,FIRST
-4.72898342,3.1598057,FIRST
-5.19682237,2.152594307,FIRST
-5.455618122,1.085189916,FIRST
-5.5,6.74E-16,FIRST
-5.333019962,-1.060803626,FIRST
-4.965852487,-2.056923449,FIRST
-4.417182315,-2.951466863,FIRST
-3.712310601,-3.712310601,FIRST
-2.882020584,-4.313248614,FIRST
-1.961252591,-4.734882604,FIRST
-0.987644755,-4.965225482,FIRST
-9.18E-16,-5,FIRST
0.963258465,-4.842627322,FIRST
1.865581733,-4.503912721,FIRST
2.673681746,-4.001447509,FIRST
3.358757211,-3.358757211,FIRST
3.897513808,-2.604235467,FIRST
4.272942838,-1.769910875,FIRST
4.474832842,-0.890099594,FIRST
4.5,-1.10E-15,FIRST
4.352234682,0.865713304,FIRST
4.041972955,1.674240017,FIRST
3.585712703,2.39589663,FIRST
3.00520382,3.00520382,FIRST
2.326450351,3.481779002,FIRST
1.578569159,3.811003072,FIRST
0.792554433,3.984440202,FIRST
1.22E-15,4,FIRST
-0.768168143,3.861842042,FIRST
-1.4828983,3.580033188,FIRST
-2.118111513,3.169977897,FIRST
-2.651650429,2.651650429,FIRST
-3.066044195,2.048665234,FIRST
-3.349063305,1.387227442,FIRST
-3.494047561,0.695009272,FIRST
-3.5,1.29E-15,FIRST
-3.371449401,-0.670622982,FIRST
-3.118093422,-1.291556584,FIRST
-2.754243091,-1.840326397,FIRST
-2.298097039,-2.298097039,FIRST
-1.770880118,-2.650309389,FIRST
-1.195885726,-2.887123539,FIRST
-0.597464111,-3.003654921,FIRST
-1.29E-15,-3,FIRST
0.573077821,-2.881056761,FIRST
1.100214868,-2.656153656,FIRST
1.56254128,-2.338508285,FIRST
