-6.5,0,BLUE
-6.313805243,-1.255893948,BLUE
-5.88973202,-2.439606881,BLUE
-5.248651928,-3.507037096,BLUE
-4.419417382,-4.419417382,BLUE
-3.437590817,-5.144718226,BLUE
-2.343936023,-5.658762137,BLUE
-1.182735077,-5.946010762,BLUE
-3.67E-16,-6,BLUE
1.158348787,-5.823412602,BLUE
2.248265165,-5.427792254,BLUE
3.229251979,-4.832917122,BLUE
4.065863992,-4.065863992,BLUE
4.72898342,-3.1598057,BLUE
5.19682237,-2.152594307,BLUE
5.455618122,-1.085189916,BLUE
5.5,-6.74E-16,BLUE
5.333019962,1.060803626,BLUE
4.965852487,2.056923449,BLUE
4.417182315,2.951466863,BLUE
3.712310601,3.712310601,BLUE
2.882020584,4.313248614,BLUE
1.961252591,4.734882604,BLUE
0.987644755,4.965225482,BLUE
9.18E-16,5,BLUE
-0.963258465,4.842627322,BLUE
-1.865581733,4.503912721,BLUE
-2.673681746,4.001447509,BLUE
-3.358757211,3.358757211,BLUE
-3.897513808,2.604235467,BLUE
-4.272942838,1.769910875,BLUE
-4.474832842,0.890099594,BLUE
-4.5,1.10E-15,BLUE
-4.352234682,-0.865713304,BLUE
-4.041972955,-1.674240017,BLUE
-3.585712703,-2.39589663,BLUE
-3.00520382,-3.00520382,BLUE
-2.326450351,-3.481779002,BLUE
-1.578569159,-3.811003072,BLUE
-0.792554433,-3.984440202,BLUE
-1.22E-15,-4,BLUE
0.768168143,-3.861842042,BLUE
1.4828983,-3.580033188,BLUE
2.118111513,-3.169977897,BLUE
2.651650429,-2.651650429,BLUE
3.066044195,-2.048665234,BLUE
3.349063305,-1.387227442,BLUE
3.494047561,-0.695009272,BLUE
3.5,-1.29E-15,BLUE
3.371449401,0.670622982,BLUE
3.118093422,1.291556584,BLUE
2.754243091,1.840326397,BLUE
2.298097039,2.298097039,BLUE
1.770880118,2.650309389,BLUE
1.195885726,2.887123539,BLUE
0.597464111,3.003654921,BLUE
1.29E-15,3,BLUE
-0.573077821,2.881056761,BLUE
-1.100214868,2.656153656,BLUE
-1.56254128,2.338508285,BLUE
-1.944543648,1.944543648,BLUE
-2.234574583,1.493095001,BLUE
-2.425183773,1.00454401,BLUE
-2.513262281,0.49991895,BLUE
-2.5,1.22E-15,BLUE
-2.390664121,-0.47553266,BLUE
-2.19421389,-0.908873152,BLUE
-1.922773478,-1.284756164,BLUE
-1.590990258,-1.590990258,BLUE
-1.215309885,-1.818839777,BLUE
-0.813202294,-1.963244007,BLUE
-0.402373789,-2.022869641,BLUE
-1.10E-15,-2,BLUE
0.377987499,-1.900271481,BLUE
0.717531436,-1.732274123,BLUE
1.006971047,-1.507038672,BLUE
1.237436867,-1.237436867,BLUE
1.403104971,-0.937524768,BLUE
1.50130424,-0.621860578,BLUE
1.532477001,-0.304828628,BLUE
1.5,-9.18E-16,BLUE
1.409878841,0.280442338,BLUE
1.270334357,0.52618972,BLUE
1.091303866,0.729185931,BLUE
0.883883476,0.883883476,BLUE
0.659739652,0.987370165,BLUE
0.430518861,1.039364474,BLUE
0.207283467,1.04208436,BLUE
2.45E-15,1,BLUE
-0.182897177,0.9194862,BLUE
-0.334848003,0.808394591,BLUE
-0.451400814,0.67556906,BLUE
-0.530330086,0.530330086,BLUE
-0.571635358,0.381954535,BLUE
-0.577424708,0.239177145,BLUE
-0.55169172,0.109738306,BLUE
-0.5,3.67E-16,BLUE
-0.42909356,-0.085352016,BLUE
-0.346454825,-0.143506287,BLUE
-0.259834254,-0.173615698,BLUE
-0.176776695,-0.176776695,BLUE
-0.104169419,-0.155900552,BLUE
-0.047835429,-0.115484942,BLUE
-0.012193145,-0.06129908,BLUE
0,0,BLUE
-0.012193145,0.06129908,BLUE
-0.047835429,0.115484942,BLUE
-0.104169419,0.155900552,BLUE
-0.176776695,0.176776695,BLUE
-0.259834254,0.173615698,BLUE
-0.346454825,0.143506287,BLUE
-0.42909356,0.085352016,BLUE
-0.5,4.29E-16,BLUE
-0.55169172,-0.109738306,BLUE
-0.577424708,-0.239177145,BLUE
-0.571635358,-0.381954535,BLUE
-0.530330086,-0.530330086,BLUE
-0.451400814,-0.67556906,BLUE
-0.334848003,-0.808394591,BLUE
-0.182897177,-0.9194862,BLUE
-2.69E-15,-1,BLUE
0.207283467,-1.04208436,BLUE
0.430518861,-1.039364474,BLUE
0.659739652,-0.987370165,BLUE
0.883883476,-0.883883476,BLUE
1.091303866,-0.729185931,BLUE
1.270334357,-0.52618972,BLUE
1.409878841,-0.280442338,BLUE
1.5,-1.47E-15,BLUE
1.532477001,0.304828628,BLUE
1.50130424,0.621860578,BLUE
1.403104971,0.937524768,BLUE
1.237436867,1.237436867,BLUE
1.006971047,1.507038672,BLUE
0.717531436,1.732274123,BLUE
0.377987499,1.900271481,BLUE
-1.47E-15,2,BLUE
-0.402373789,2.022869641,BLUE
-0.813202294,1.963244007,BLUE
-1.215309885,1.818839777,BLUE
-1.590990258,1.590990258,BLUE
-1.922773478,1.284756164,BLUE
-2.19421389,0.908873152,BLUE
-2.390664121,0.47553266,BLUE
-2.5,2.76E-15,BLUE
-2.513262281,-0.49991895,BLUE
-2.425183773,-1.00454401,BLUE
-2.234574583,-1.493095001,BLUE
-1.944543648,-1.944543648,BLUE
-1.56254128,-2.338508285,BLUE
-1.100214868,-2.656153656,BLUE
-0.573077821,-2.881056761,BLUE
-8.82E-15,-3,BLUE
0.597464111,-3.003654921,BLUE
1.195885726,-2.887123539,BLUE
1.770880118,-2.650309389,BLUE
2.298097039,-2.298097039,BLUE
2.754243091,-1.840326397,BLUE
3.118093422,-1.291556584,BLUE
3.371449401,-0.670622982,BLUE
3.5,-4.29E-15,BLUE
3.494047561,0.695009272,BLUE
3.349063305,1.387227442,BLUE
3.066044195,2.048665234,BLUE
2.651650429,2.651650429,BLUE
2.118111513,3.169977897,BLUE
1.4828983,3.580033188,BLUE
0.768168143,3.861842042,BLUE
-1.96E-15,4,BLUE
6.5,0,RED
6.313805243,1.255893948,RED
5.88973202,2.439606881,RED
5.248651928,3.507037096,RED
4.419417382,4.419417382,RED
3.437590817,5.144718226,RED
2.343936023,5.658762137,RED
1.182735077,5.946010762,RED
3.67E-16,6,RED
-1.158348787,5.823412602,RED
-2.248265165,5.427792254,RED
-3.229251979,4.832917122,RED
-4.065863992,4.065863992,RED
-4.72898342,3.1598057,RED
-5.19682237,2.152594307,RED
-5.455618122,1.085189916,RED
-5.5,6.74E-16,RED
-5.333019962,-1.060803626,RED
-4.965852487,-2.056923449,RED
-4.417182315,-2.951466863,RED
-3.712310601,-3.712310601,RED
-2.882020584,-4.313248614,RED
-1.961252591,-4.734882604,RED
-0.987644755,-4.965225482,RED
-9.18E-16,-5,RED
0.963258465,-4.842627322,RED
1.865581733,-4.503912721,RED
2.673681746,-4.001447509,RED
3.358757211,-3.358757211,RED
3.897513808,-2.604235467,RED
4.272942838,-1.769910875,RED
4.474832842,-0.890099594,RED
4.5,-1.10E-15,RED
4.352234682,0.865713304,RED
4.041972955,1.674240017,RED
3.585712703,2.39589663,RED
3.00520382,3.00520382,RED
2.326450351,3.481779002,RED
1.578569159,3.811003072,RED
0.792554433,3.984440202,RED
1.22E-15,4,RED
-0.768168143,3.861842042,RED
-1.4828983,3.580033188,RED
-2.118111513,3.169977897,RED
-2.651650429,2.651650429,RED
-3.066044195,2.048665234,RED
-3.349063305,1.387227442,RED
-3.494047561,0.695009272,RED
-3.5,1.29E-15,RED
-3.371449401,-0.670622982,RED
-3.118093422,-1.291556584,RED
-2.754243091,-1.840326397,RED
-2.298097039,-2.298097039,RED
-1.770880118,-2.650309389,RED
-1.195885726,-2.887123539,RED
-0.597464111,-3.003654921,RED
-1.29E-15,-3,RED
0.573077821,-2.881056761,RED
1.100214868,-2.656153656,RED
1.56254128,-2.338508285,RED
1.944543648,-1.944543648,RED
2.234574583,-1.493095001,RED
2.425183773,-1.00454401,RED
2.513262281,-0.49991895,RED
2.5,-1.22E-15,RED
2.390664121,0.47553266,RED
2.19421389,0.908873152,RED
1.922773478,1.284756164,RED
1.590990258,1.590990258,RED
1.215309885,1.818839777,RED
0.813202294,1.963244007,RED
0.402373789,2.022869641,RED
1.10E-15,2,RED
-0.377987499,1.900271481,RED
-0.717531436,1.732274123,RED
-1.006971047,1.507038672,RED
